id;lineup
2427539;"AAT (NL); Benny Rodrigues; DJ Chuckie; Divine Kaos; Erick E; Gregor Salto; Korsakoff; Michel de Hey; Neophyte; Prunk"
2381114;"Benny Rodrigues; Stef Davidse"
2431383;"Benny Rodrigues; Emvae; Entasia; Inafekt; Merel Helderman; OLIVIA LENSEN; Miguel De Bois; Rozie; Upper90; Surf 2 Glory"
2366738;Benny Rodrigues
2375299;"Blood Orange; Dijon; Eefje de Visser; KNEECAP; Maribou State; Nia Archives; Ben UFO; Boys Noize; Buraka Som Sistema; Chloé Caillet"
2385645;"ALISHA; Ammé; ANNASNEL; Benny Rodrigues; Cici Daze; DART; davyboi; Fiene; Franck; Janis Zielinski"
2458317;"A.M. Project; Brawther; Prosumer; Larry De Kat; Nathalie Seres; Samuel Deep; Benny Rodrigues; Sanja; Sonja Moonear; Tristan da Cunha"
2466408;"De Sluwe Vos; Danielle"
2363397;"Sandrien; Hervé; Pariah; Ogazón; Julie; Jasmín; Jesse G; STERAC; Rene Wise; upsammy"
2427927;"DJ Seinfeld; X CLUB.; Mona Yim; Joplyn; Swimming Paul; KENZA; miszo; Mandel Turner; Basti Rauch"
2464909;"Humla; ROMSKI; TK27; Flava D; Hamdi; Kewu; NobodyListen; Saul; BALI G; Conducta"
2408026;"KETTAMA; X CLUB.; Gerardo Niva; KIM SWIM"
2408058;"X CLUB.; Gerardo Niva; KIM SWIM; doccudder"
2412593;"Zequenx; Owelle; re:ni; Dinamarca; Braises de Velours; TOCCORORO; X CLUB.; whereisvero; Reznik; PARAMIDA"
2364672;"KETTAMA; VTSS; X CLUB.; Shampain"
2409153;"X CLUB.; Juicy Romance; Valrik"
2465185;X CLUB.
2370382;"Sammy Virji; X CLUB.; Sam Gellaitry"
2352799;"Chris Lorenzo; Ardalan; Above & Beyond; Big Gigantic; Boys Noize; Chris Lake; Excision; MCR-T; X CLUB.; A-Trak"
2438055;"X CLUB.; Streeter"
2408183;"FUMI; Interplanetary Criminal; LB aka LABAT; Partiboi69; X CLUB."
2343654;"Miss Bashful; Penglord; MALUGI; X CLUB.; MCR-T; Blasha & Allatt; X-Coast; Stef de Haan; DJ AYA; Janis Zielinski"
2454626;X CLUB.
2457229;"X CLUB.; Deetron"
2420411;"DJ MELL G; DJ Stingray 313; Francesco Farfa; Janina; Jensen Interceptor; Linda shiro"
2463873;"Bitter Babe; Clementaum; Jensen Interceptor"
2453667;"NORA (BR); Alada; IDLIBRA; KBRAL; Rafush; KMILA; NVST; Dj Saliva; Majdolen; Jensen Interceptor"
2388817;"Decius; HAAi; Jensen Interceptor; Jogaila; Lucia Lu; Manfredas; Moteris; Under Black Helmet; V musique; Valdagger"
2436428;"Elli Acula; EMAN (FR); I-RO; LOLSNAKE; NEUX; Rakans"
2451095;"Chippy Nonstop; LOLSNAKE; Neri J"
2436493;"Chontane; DVS1; Elisa Bee; Kwartz; LOLSNAKE; Nastya Vogan; Truncate; CRYME; Helena Hauff; Lea Occhi"
2462618;"Fixon; LOLSNAKE; Rorschack; Yamila; sleep.less; Functional Disorder; Yonti"
2448184;"Alírio; ASHTREY; BAiiN TWINS; Dj Saliva; Donna (UK); ENGALANAN; JONE OF ARX; Lagoon Femshayma; LATO; LEXII."
2442122;"COCKO; Kandelissa; LOLSNAKE; Spacer Woman"
2419290;"KlangKuenstler; Ferhat Albayrak; Félicie; LOLSNAKE"
2400928;"ANNĒ; Quelza; Nørbak; LOLSNAKE; Takaaki Itoh; Ribé; Toobris; abs8lute; Blazej Malinowski; Jurek Przezdziecki"
2448071;"LOLSNAKE; Kat Kat Tat; Ksenia Kamikaza; Freiya March; Orthodox; Taiga (LV)"
2434898;"PAWSA; Dennis Cruz"
2324150;"Rampa; Reznik; whereisvero; Ronny Grauer; Patrischa; Micky Miller; PAWSA; Peggy Gou; Sebastian Konrad; Read the News"
2412656;PAWSA
2462677;"Michael Bibi; PAWSA; Miguelle; TONS; Chris Stussy"
2408441;"Marco Carola; PAWSA; Franky Rizardo; Joey Daniel; Grace Arribas"
2436579;"Dennis Cruz; Michael Bibi; PAWSA"
2434107;"Dennis Cruz; Michael Bibi; PAWSA"
2460008;"CCL; CJ Bolland; Mary Lake; D.Dan; Dj Babatr; DJ TOOL; Hyperaktivist; Matas; OK Williams; Yazzus"
2340864;"Aaron Blau; Angel D'lite; DAWS; DJ AYA; Dj Warning; Julie Desire; Meilgaarden; Planningtorock; puppy; Tommy Hart"
2415101;"Acronym; Anastasiia Slutska; Andrew James Gustav; Danny Daze; DJ Fart in the Club; DJ Rino; ezzeo; Gapon; Kirill Nilsson; tofudj"
2440419;"BARROSKINI; DIORA; DJ TOOL; D. Tiffany; Yazzus; Hyperaktivist"
2452516;"Tarkno; Lucia Lu; Specific Objects; Anta (FR)"
2442456;Max Cooper
2448613;Max Cooper
2448616;Max Cooper
2460227;Max Cooper
2441947;Max Cooper
2457149;Max Cooper
2431902;"Jeff Mills; Max Cooper"
2282278;"Max Cooper; Blawan; Mala; Oppidan; 96 Back; Anz; Commodo; Big Ang; Charla Green; gyrofield"
2431595;"Anthony Rother; Fennesz; Lillevan; Machine Girl; Suicide; Max Cooper; Nicola Cruz; Shygirl; Tortoise"
2435728;"Perc; Creams; Markus (US); Elle Dee; Ouissam; The Carry Nation; Karim Olen Ash"
2447595;"Perc; Sapera"
2419113;"Perc; Ma Haiping; Kyle Kerns"
2438926;Perc
2412755;"Perc; Miss Crafty; JustJovani; SNAQ; RMNA; Papa Xanny; Moonpie; Christopher Foor"
2465759;Perc
2386580;"Carl Craig; Mike Banks; Sawsick; Octo Octa; CARAVEL; Laze; William Luck; Sonia Michigan; FLORA (fr); Amor Satyr"
2464615;"KlangKuenstler; future.666; Perc; Randomer; SALOME; XVIA; Stephanie Sykes; Lacchesi; Somewhen; u.r.trax"
2258780;"Addison Groove; ATYYA; Black Loops; Christian Smith; FL!M; Harrison BDP; HypoGeo; Jewel Kid; John '00' Fleming; Kepler (EE)"
2456382;"Cheriii; DJ Sotofett; OlIV; Erik Jabari; Perc; Specific Objects"
2465506;"KRTM; Ghost in the Machine; Krista Bourgeois; Linds; Perc; Ansome"
2447532;Perc
2428588;"Adriana Lopez; Deniro; Seba Lecompte; KADANS; Laura van Hal; Luna Temmerman; Sira; Daesical; pntrkrft"
2449879;"Jeroen Search; Border One; Laura van Hal; PAREKA"
2447829;"FENIM0RE; Rebecca Delle Piane; Human Safari; Megan Leber"
2409409;Cybersex
2458192;"Cybersex; Shinshan Salazar; Melis Köke; TEKNA; CLEO"
2444948;"Patrick Mason; Cybersex; Gerardo Niva; FUKCNORMAL; doccudder"
2233105;"A.N.I.; SaltySis; Cloudy; Aiden (DE); Evissimax; Alba Franch; Alex Farell; Azyr; Bella Claxton; EMILIJA"
2351137;"Massimiliano Pagliara; angelboy; DIORA; ASHTATTZ; Protopapa; Doppelgang; Lola Edo; TEKNA; TOM CHIESA; Dimitri Tenot"
2458495;"TEDESCO; GS.ELLE; Slimfit; Hidden Memory"
2442485;"TAYHANA; Slimfit; justin case"
2460681;"Slimfit; angelboy; Saint Nia; KOFU; Exploited Body; Joseysradios"
2415556;"CRYME; DJ Fuckoff; SALOME; Slimfit; Spacer Woman; Matrixxman; The Lady Machine"
2440414;"BADSISTA; FAFF; Jen Cardini; Slimfit; smother"
2400580;"Alycia Bezgo; Hurts; Aphøtic; TASSERY; Beau Didier; Dissolver; Laure Croft; Lisa Korver; Locus Error; Mika Heggemann"
2456898;"Juliana; Polli Panda; Prance; Seven Angels; Slimfit"
