artist_id_a,artist_name_a,artist_id_b,artist_name_b,cooccur_count,first_played_together,last_played_together,events_together,avg_total_visitors_together,avg_actual_tickets_together,avg_ticketing_revenue_together,avg_bar_revenue_together,avg_total_revenue_together,avg_total_cost_together,avg_event_result_together,avg_occupancy_rate_together
artist_00041,Antal,artist_00283,HUNEE,4,2024-12-20,2026-12-18,ANTAL B2B HUNEE - All Night Long | Antal b2b Hunee - All Night Long | Hunee b2b Antal | RUSH HOUR - ADE,1137.25,1142.0,31267.25,35382.18,63409.0,35697.307499999995,27711.75,0.911717105263158
artist_00223,Doudou MD,artist_00623,Samuel Deep,4,2024-04-26,2024-11-30,SlapFunk | SlapFunk x Vault Sessions | VBX & SlapFunk presents fabric25: Continuum,1670.5,1611.75,34574.25,38876.9625,51138.75,37190.424999999996,13948.75,0.9598606811145511
artist_00041,Antal,artist_00141,Coco Maria,3,2024-10-19,2026-05-23,RUSH HOUR - ADE | Rainbow Disco Club | Rush Hour - ADE,1750.6666666666667,1721.6666666666667,51997.666666666664,51511.193333333336,109013.0,47089.10666666667,61924.0,0.8781499202551833
artist_00041,Antal,artist_00378,Kléo,3,2024-10-19,2026-05-23,Rainbow Disco Club | Rush Hour - ADE | This Is Gala x Rush Hour,1615.0,1633.6666666666667,43164.666666666664,43723.386666666665,92118.0,43146.98333333334,48971.0,0.8067464114832537
artist_00644,Shoal,artist_00657,Spekki Webu,3,2024-03-31,2026-01-17,Contrarium club night | Ratherlost - Easter Sunday | Ratherlost - New Year's Day,1499.3333333333333,1448.3333333333333,44509.666666666664,24441.579999999998,76981.66666666667,60014.68,16966.666666666668,0.975
artist_00507,Newtone,artist_00704,Tjade,3,2025-04-12,2026-10-24,Agrio Club | Agrio Club - ADE | Agrio Club x Ritmo Fatale,523.3333333333334,513.3333333333334,12181.0,29015.63,23814.0,13285.019999999999,10529.0,0.5233333333333333
artist_00128,Christian AB,artist_00262,Francesco del Garda,3,2024-02-24,2026-10-23,VBX | VBX & SlapFunk presents fabric25: Continuum | VBX 11,971.3333333333334,909.6666666666666,13585.0,33801.105,29252.666666666668,19873.62,9379.333333333334,0.8114860681114551
artist_00041,Antal,artist_00375,Kikiorix,2,2025-05-24,2026-05-23,Rainbow Disco Club,1930.5,1981.5,53361.0,58799.05,118577.5,41195.575,77382.0,0.9241590909090909
artist_00141,Coco Maria,artist_00378,Kléo,2,2024-10-19,2026-05-23,Rainbow Disco Club | Rush Hour - ADE,1761.0,1757.5,49791.0,52683.28,106241.5,38608.98,67632.5,0.8619617224880383
artist_00628,Sarkawt Hamad,artist_00741,Wata Igarashi,2,2025-10-26,2026-05-02,CODA by Ratherlost & Pax-Romana - ADE | Patio - Courtyard Opening,1825.0,1707.0,52367.5,41111.755000000005,100088.5,46682.175,53406.5,0.957121212121212
artist_00041,Antal,artist_00193,Daiki,2,2024-05-25,2025-05-24,Rainbow Disco Club,2019.5,2063.5,54181.0,62600.69,126287.5,80670.51,45617.0,0.997404071184788
artist_00345,Julian Anthony,artist_00511,Noach,2,2024-10-05,2026-04-26,Club Roto | Club Roto x Modern Funktion,1583.5,1409.5,28829.5,29762.309999999998,61054.0,15648.3,45405.5,
artist_00345,Julian Anthony,artist_00740,Voigtmann,2,2024-10-05,2026-04-26,Club Roto | Club Roto x Modern Funktion,1583.5,1409.5,28829.5,29762.309999999998,61054.0,15648.3,45405.5,
artist_00511,Noach,artist_00740,Voigtmann,2,2024-10-05,2026-04-26,Club Roto | Club Roto x Modern Funktion,1583.5,1409.5,28829.5,29762.309999999998,61054.0,15648.3,45405.5,
artist_00120,Chaos in The CBD,artist_00491,Moxie,2,2024-05-25,2025-04-26,Lofi King's Day | Rainbow Disco Club,2142.5,2217.0,58826.5,60542.025,128526.0,83894.93,44631.0,1.058904071184788
artist_00284,Hannecart,artist_00511,Noach,2,2024-07-20,2026-04-26,Club Roto x Modern Funktion | VBX - 24hrs,1912.5,1734.5,19114.0,41133.104999999996,68117.5,23671.225,44446.0,0.665
artist_00332,Job de Jong,artist_00511,Noach,2,2025-10-04,2026-04-26,Club Roto | Club Roto x Modern Funktion,1481.0,1389.5,28964.5,29331.61,61401.5,17615.365,43786.0,0.7075
artist_00243,Essy,artist_00704,Tjade,2,2024-04-12,2025-06-14,Agrio Club | Tjade presents: Agrio Club,1830.0,1819.0,42438.5,43532.97,93066.0,49919.205,43146.5,1.2379655172413793
artist_00348,Julie Desire,artist_00704,Tjade,2,2025-04-12,2026-03-14,Agrio Club,1445.0,1436.0,33042.5,31148.39,70282.5,35446.0,34836.5,0.9233333333333333
artist_00427,MALOU,artist_00655,Spacer Woman,2,2024-07-13,2025-06-14,Agrio Club | Club Heart Broken (Day & Night),2101.0,2054.0,51930.5,53955.975,112476.5,77956.84,34519.5,1.3181176470588234
artist_00223,Doudou MD,artist_00502,Naone,2,2024-11-30,2025-04-26,Lofi King's Day | VBX & SlapFunk presents fabric25: Continuum,1885.5,1897.5,33097.0,48705.17,94692.0,62245.425,32447.0,0.9621184210526316
artist_00113,Carlos Valdes,artist_00502,Naone,2,2024-04-27,2024-11-30,Lofi King's Day | VBX & SlapFunk presents fabric25: Continuum,1723.0,1736.0,24918.0,42822.815,80499.5,48126.445,32373.5,0.8808684210526316
artist_00140,Cobahn,artist_00572,Quelza,2,2024-01-01,2025-05-03,Patio - Courtyard Opening | Ratherlost - New Year's Day,1942.5,1940.5,55096.5,44740.13,108924.5,77330.055,31594.0,1.2047385620915034
artist_00191,DVS1,artist_00732,Vera Logdanidi,2,2024-08-17,2025-04-20,Ratherlost - 24hrs | Ratherlost - Easter Sunday (extended closing),2126.0,2065.0,65913.0,44093.765,124285.5,92694.805,31590.5,0.8785833333333334
artist_00549,Peach,artist_00584,Reiss,2,2024-10-18,2024-11-30,VBX & SlapFunk presents fabric25: Continuum | VBX - ADE,1595.5,1535.0,26216.5,37864.525,78329.0,47242.465,31087.0,0.8397368421052631
artist_00128,Christian AB,artist_00502,Naone,2,2024-11-30,2025-10-24,VBX & SlapFunk presents fabric25: Continuum | VBX curated by Ben UFO - ADE,1613.5,1544.0,29141.5,36783.28,77856.5,48938.854999999996,28918.0,0.8492105263157894
artist_00045,Anz,artist_00223,Doudou MD,2,2025-04-26,2025-09-27,Festimi | Lofi King's Day,1860.5,1840.5,48792.5,47730.045,104676.5,76535.445,28141.0,1.0650948275862069
artist_00504,Nene H,artist_00572,Quelza,2,2025-05-03,2025-11-15,Colin Benders pres. Hiss & Hertz | Patio - Courtyard Opening,1445.0,1454.0,33317.5,31168.065,73754.0,45819.14,27934.5,0.8666360294117649
artist_00272,Garçon,artist_00686,Talismann,2,2024-03-31,2025-08-16,Ratherlost - 24hrs | Ratherlost - Easter Sunday,2264.5,2231.0,66685.5,41382.435,118867.5,92718.66500000001,26149.0,1.0156
artist_00079,Benjamin Berg,artist_00425,Luuk van Dijk,2,2024-02-17,2025-03-14,Lofi with Rossi. & Traumer + Get Closer | Luuk van Dijk pres. GET CLOSER,1588.5,1577.0,34743.0,27927.75,49822.5,24054.28,25768.5,1.8866470588235293
artist_00184,DJ Red,artist_00414,Loek Frey,2,2024-03-31,2025-01-01,Ratherlost - Easter Sunday | Ratherlost - New Year's Day,1970.0,1912.0,61613.0,32779.15,104694.5,79003.76000000001,25690.5,0.975
artist_00184,DJ Red,artist_00644,Shoal,2,2024-03-31,2025-01-01,Ratherlost - Easter Sunday | Ratherlost - New Year's Day,1970.0,1912.0,61613.0,32779.15,104694.5,79003.76000000001,25690.5,0.975
artist_00184,DJ Red,artist_00657,Spekki Webu,2,2024-03-31,2025-01-01,Ratherlost - Easter Sunday | Ratherlost - New Year's Day,1970.0,1912.0,61613.0,32779.15,104694.5,79003.76000000001,25690.5,0.975
artist_00414,Loek Frey,artist_00644,Shoal,2,2024-03-31,2025-01-01,Ratherlost - Easter Sunday | Ratherlost - New Year's Day,1970.0,1912.0,61613.0,32779.15,104694.5,79003.76000000001,25690.5,0.975
artist_00414,Loek Frey,artist_00657,Spekki Webu,2,2024-03-31,2025-01-01,Ratherlost - Easter Sunday | Ratherlost - New Year's Day,1970.0,1912.0,61613.0,32779.15,104694.5,79003.76000000001,25690.5,0.975
artist_00078,Ben UFO,artist_00128,Christian AB,2,2024-02-24,2025-10-24,VBX 11 | VBX curated by Ben UFO - ADE,1598.5,1520.5,49519.0,32834.085,68088.5,43098.425,24990.0,0.8859597523219814
artist_00448,Marco Shuttle,artist_00503,Nelly,2,2024-10-20,2026-01-01,CODA - ADE | Ratherlost - NYD,1924.0,1847.5,65526.5,41293.455,117293.5,93701.695,23592.0,1.0126315789473683
artist_00147,Comrade Winston,artist_00303,I-RO,2,2024-05-26,2025-05-03,Patio | Patio - Courtyard Opening,1201.0,1186.0,28830.5,27969.489999999998,64039.0,40467.880000000005,23571.0,0.7276166328600406
artist_00037,Andy Garvey,artist_00320,JakoJako,2,2024-08-17,2025-08-16,Ratherlost - 24hrs,2376.0,2366.5,67291.0,49595.2,132736.5,110527.995,22208.5,0.8766333333333334
artist_00037,Andy Garvey,artist_00379,Konduku,2,2024-08-17,2025-08-16,Ratherlost - 24hrs,2376.0,2366.5,67291.0,49595.2,132736.5,110527.995,22208.5,0.8766333333333334
artist_00320,JakoJako,artist_00379,Konduku,2,2024-08-17,2025-08-16,Ratherlost - 24hrs,2376.0,2366.5,67291.0,49595.2,132736.5,110527.995,22208.5,0.8766333333333334
artist_00425,Luuk van Dijk,artist_00488,Morgan,2,2024-02-17,2025-04-25,Club Roto King's Night | Lofi with Rossi. & Traumer + Get Closer,1644.5,1630.0,36389.5,27441.114999999998,51829.5,33169.880000000005,18659.5,1.0246470588235295
artist_00425,Luuk van Dijk,artist_00511,Noach,2,2024-02-17,2025-04-25,Club Roto King's Night | Lofi with Rossi. & Traumer + Get Closer,1644.5,1630.0,36389.5,27441.114999999998,51829.5,33169.880000000005,18659.5,1.0246470588235295
artist_00488,Morgan,artist_00511,Noach,2,2024-02-17,2025-04-25,Club Roto King's Night | Lofi with Rossi. & Traumer + Get Closer,1644.5,1630.0,36389.5,27441.114999999998,51829.5,33169.880000000005,18659.5,1.0246470588235295
artist_00112,Carlita,artist_00223,Doudou MD,2,2024-08-24,2024-11-30,SlapFunk | VBX & SlapFunk presents fabric25: Continuum,1790.0,1723.5,27260.5,46374.45,59219.5,40617.565,18602.5,1.0073684210526315
artist_00112,Carlita,artist_00623,Samuel Deep,2,2024-08-24,2024-11-30,SlapFunk | VBX & SlapFunk presents fabric25: Continuum,1790.0,1723.5,27260.5,46374.45,59219.5,40617.565,18602.5,1.0073684210526315
artist_00413,Locklead,artist_00511,Noach,2,2024-10-05,2025-04-25,Club Roto | Club Roto King's Night,1399.0,1297.0,26338.5,22510.315,54738.5,36551.68,18186.5,0.974
artist_00184,DJ Red,artist_00568,Priori,2,2025-01-01,2025-10-26,CODA by Ratherlost & Pax-Romana - ADE | Ratherlost - New Year's Day,1958.0,1864.0,61885.5,37687.305,111872.0,93978.42000000001,17893.5,0.9343181818181818
artist_00219,Dj Nobu,artist_00638,Serti,2,2024-10-20,2025-10-26,CODA - ADE | CODA by Ratherlost & Pax-Romana - ADE,1921.5,1784.0,61917.0,38018.68,110340.0,92905.365,17435.0,0.9407655502392345
artist_00113,Carlos Valdes,artist_00584,Reiss,2,2024-10-05,2024-11-30,Club Roto | VBX & SlapFunk presents fabric25: Continuum,1404.5,1253.5,9715.5,30276.585,50403.0,33473.729999999996,16929.5,0.7747368421052632
artist_00448,Marco Shuttle,artist_00538,Paquita Gordon,2,2026-01-01,2026-10-23,Ratherlost - NYD | VBX,985.5,961.0,35385.5,45494.06,64265.0,47478.505,16786.5,1.0373684210526315
artist_00519,Oceanic,artist_00625,Sandrien,2,2025-01-11,2026-01-01,Contrarium by Night | Ratherlost - NYD,1088.0,1068.0,36831.5,25095.965,68786.5,52310.475,16476.0,0.7236842105263157
artist_00607,Rødhåd,artist_00741,Wata Igarashi,2,2024-01-01,2025-10-26,CODA by Ratherlost & Pax-Romana - ADE | Ratherlost - New Year's Day,1933.0,1845.0,61557.0,39421.55,110032.0,94053.745,15978.0,1.0677332144979204
artist_00113,Carlos Valdes,artist_00623,Samuel Deep,2,2024-07-06,2024-11-30,SlapFunk | VBX & SlapFunk presents fabric25: Continuum,1602.0,1535.5,22340.5,37869.740000000005,51051.5,35994.785,15057.5,0.896780185758514
artist_00511,Noach,artist_00584,Reiss,2,2024-07-20,2024-10-05,Club Roto | VBX - 24hrs,1666.0,1444.0,9715.5,34173.665,54222.5,39319.524999999994,14902.5,0.665
artist_00041,Antal,artist_00597,Ron Trent,2,2024-10-19,2026-10-24,Rush Hour - ADE,857.0,826.0,24881.5,51545.83,53294.0,38608.98,14685.0,0.4510526315789474
artist_00272,Garçon,artist_00321,Jane Fitz,2,2024-10-20,2025-08-16,CODA - ADE | Ratherlost - 24hrs,2208.0,2172.0,65323.0,45364.759999999995,121762.0,107234.34,14528.0,1.0017473684210527
artist_00272,Garçon,artist_00585,Reptant,2,2024-10-20,2025-08-16,CODA - ADE | Ratherlost - 24hrs,2208.0,2172.0,65323.0,45364.759999999995,121762.0,107234.34,14528.0,1.0017473684210527
artist_00321,Jane Fitz,artist_00585,Reptant,2,2024-10-20,2025-08-16,CODA - ADE | Ratherlost - 24hrs,2208.0,2172.0,65323.0,45364.759999999995,121762.0,107234.34,14528.0,1.0017473684210527
artist_00064,Barker,artist_00732,Vera Logdanidi,2,2024-08-17,2026-09-26,Mindscape | Ratherlost - 24hrs,1106.5,1081.0,32109.0,45553.73,64003.0,49516.845,14486.0,0.36883333333333335
artist_00511,Noach,artist_00706,Tommy Chikara,2,2024-10-05,2025-10-04,Club Roto,1234.5,1099.0,19566.0,22372.17,47506.5,33263.665,14242.5,0.7075
artist_00128,Christian AB,artist_00584,Reiss,2,2024-02-24,2024-11-30,VBX & SlapFunk presents fabric25: Continuum | VBX 11,1457.0,1364.5,20377.5,33801.105,43879.0,29810.43,14069.0,0.8114860681114551
artist_00262,Francesco del Garda,artist_00584,Reiss,2,2024-02-24,2024-11-30,VBX & SlapFunk presents fabric25: Continuum | VBX 11,1457.0,1364.5,20377.5,33801.105,43879.0,29810.43,14069.0,0.8114860681114551
artist_00185,DJ Senc,artist_00223,Doudou MD,2,2024-05-19,2024-08-24,SlapFunk,1855.0,1764.0,47077.5,45877.06,56245.5,43112.28999999999,13133.5,1.0911764705882354
artist_00185,DJ Senc,artist_00623,Samuel Deep,2,2024-05-19,2024-08-24,SlapFunk,1855.0,1764.0,47077.5,45877.06,56245.5,43112.28999999999,13133.5,1.0911764705882354
artist_00327,Jenny Cara,artist_00704,Tjade,2,2024-04-12,2026-06-20,Agrio Club x Ritmo Fatale | Tjade presents: Agrio Club,781.5,765.0,15544.0,29643.37,34155.0,21051.84,13103.0,0.5389655172413793
artist_00240,Eric Cloutier,artist_00298,Human Space Machine,2,2024-01-01,2025-08-16,Ratherlost - 24hrs | Ratherlost - New Year's Day,2219.5,2233.0,64963.0,46767.63,121454.0,108382.72,13071.0,1.1287150326797386
artist_00240,Eric Cloutier,artist_00540,Pariah,2,2024-01-01,2025-08-16,Ratherlost - 24hrs | Ratherlost - New Year's Day,2219.5,2233.0,64963.0,46767.63,121454.0,108382.72,13071.0,1.1287150326797386
artist_00240,Eric Cloutier,artist_00747,Woody92,2,2024-01-01,2025-08-16,Ratherlost - 24hrs | Ratherlost - New Year's Day,2219.5,2233.0,64963.0,46767.63,121454.0,108382.72,13071.0,1.1287150326797386
artist_00298,Human Space Machine,artist_00540,Pariah,2,2024-01-01,2025-08-16,Ratherlost - 24hrs | Ratherlost - New Year's Day,2219.5,2233.0,64963.0,46767.63,121454.0,108382.72,13071.0,1.1287150326797386
artist_00298,Human Space Machine,artist_00747,Woody92,2,2024-01-01,2025-08-16,Ratherlost - 24hrs | Ratherlost - New Year's Day,2219.5,2233.0,64963.0,46767.63,121454.0,108382.72,13071.0,1.1287150326797386
artist_00540,Pariah,artist_00747,Woody92,2,2024-01-01,2025-08-16,Ratherlost - 24hrs | Ratherlost - New Year's Day,2219.5,2233.0,64963.0,46767.63,121454.0,108382.72,13071.0,1.1287150326797386
artist_00128,Christian AB,artist_00223,Doudou MD,2,2024-05-19,2024-11-30,SlapFunk | VBX & SlapFunk presents fabric25: Continuum,1537.0,1428.5,19817.0,37252.91,50673.0,38145.585,12528.0,0.8585448916408669
artist_00128,Christian AB,artist_00623,Samuel Deep,2,2024-05-19,2024-11-30,SlapFunk | VBX & SlapFunk presents fabric25: Continuum,1537.0,1428.5,19817.0,37252.91,50673.0,38145.585,12528.0,0.8585448916408669
artist_00503,Nelly,artist_00572,Quelza,2,2024-01-01,2024-10-20,CODA - ADE | Ratherlost - New Year's Day,1888.5,1834.0,59922.0,38495.72,105749.0,93594.76000000001,12154.0,1.1148624011007913
artist_00485,Moody Mehran,artist_00603,Rozie,2,2024-07-13,2025-07-26,Club Heart Broken (Day & Night) | Lofi By Night,1376.0,1338.0,30632.5,35028.36,70542.5,59103.44,11439.0,1.238235294117647
artist_00066,Bart Skils,artist_00735,Victor Ruiz,2,2025-02-14,2026-09-25,SHADOWPRINT,563.0,597.5,12657.0,18588.72,24676.5,15108.4,9568.5,0.7506666666666667
artist_00428,MARRØN,artist_00566,Prance,2,2024-11-16,2025-10-22,"12 15 6 9 by Numéro x TGIB - ADE | Lofi w/ Speedy J, MARRØN, Mareena X TGIB",1244.0,1198.5,26723.5,20086.605,52877.5,44320.770000000004,8557.0,0.768842105263158
artist_00159,D Stone,artist_00425,Luuk van Dijk,2,2024-02-17,2025-10-24,Get Closer - ADE | Lofi with Rossi. & Traumer + Get Closer,1344.5,1407.0,30552.5,27212.67,44415.5,36438.18,7977.5,0.8067095588235293
artist_00163,D.Dan,artist_00320,JakoJako,2,2025-08-16,2026-08-15,Ratherlost - 24hrs | Ratherlost 24 uurs,1269.5,1285.5,35182.0,53636.67,68733.5,61011.15,7722.5,1.0156
artist_00568,Priori,artist_00657,Spekki Webu,2,2025-01-01,2026-08-15,Ratherlost - New Year's Day | Ratherlost 24 uurs,975.0,966.5,30109.5,36430.1,54560.5,47296.245,7264.0,0.975
artist_00021,Ae:ther,artist_00723,VNTM,2,2024-03-01,2024-10-04,MINDSCAPE | Mindscape,817.5,813.5,15108.5,12260.075,30253.5,24188.12,6065.5,0.5958717948717949
artist_00581,Recondite,artist_00723,VNTM,2,2024-07-19,2025-05-31,Mindscape,744.5,703.5,13763.5,12184.32,34545.0,28559.055,5986.0,0.52
artist_00084,Berkan V8,artist_00385,Kyra Khaldi,2,2025-05-10,2026-02-21,"Courtyard w/ Daphni | Lofi w/ Sally C, Bradley Zero, Berkan V8, Kyra Khaldi",787.5,799.5,15009.0,15908.310000000001,34274.0,28567.969999999998,5706.0,0.881
artist_00011,ALCATRAZ,artist_00150,Courtesy,2,2024-05-10,2024-10-17,Live From Earth - ADE | Live From Earth - Courtyard Opening,1348.5,1329.0,34053.0,25443.190000000002,64100.0,59670.595,4429.0,0.7470433436532509
artist_00011,ALCATRAZ,artist_00174,DJ Gigola,2,2024-05-10,2024-10-17,Live From Earth - ADE | Live From Earth - Courtyard Opening,1348.5,1329.0,34053.0,25443.190000000002,64100.0,59670.595,4429.0,0.7470433436532509
artist_00011,ALCATRAZ,artist_00429,MCR-T,2,2024-05-10,2024-10-17,Live From Earth - ADE | Live From Earth - Courtyard Opening,1348.5,1329.0,34053.0,25443.190000000002,64100.0,59670.595,4429.0,0.7470433436532509
artist_00150,Courtesy,artist_00174,DJ Gigola,2,2024-05-10,2024-10-17,Live From Earth - ADE | Live From Earth - Courtyard Opening,1348.5,1329.0,34053.0,25443.190000000002,64100.0,59670.595,4429.0,0.7470433436532509
artist_00150,Courtesy,artist_00429,MCR-T,2,2024-05-10,2024-10-17,Live From Earth - ADE | Live From Earth - Courtyard Opening,1348.5,1329.0,34053.0,25443.190000000002,64100.0,59670.595,4429.0,0.7470433436532509
artist_00174,DJ Gigola,artist_00429,MCR-T,2,2024-05-10,2024-10-17,Live From Earth - ADE | Live From Earth - Courtyard Opening,1348.5,1329.0,34053.0,25443.190000000002,64100.0,59670.595,4429.0,0.7470433436532509
artist_00236,Emvae,artist_00490,Moxes,2,2024-06-01,2025-09-21,Die Rakete | Spades,595.0,622.0,12444.0,14031.07,23030.5,20644.18,2386.5,0.35520220588235296
artist_00288,Helena Lauwaert,artist_00655,Spacer Woman,2,2024-07-13,2024-11-24,Club Heart Broken (Day & Night) | Forza,1185.0,1143.5,27505.0,28231.344999999998,59648.5,57288.715,2360.0,0.7074509803921568
artist_00316,JEANS,artist_00564,Polygonia,2,2024-01-01,2025-10-22,12 15 6 9 by Numéro x TGIB - ADE | Ratherlost - New Year's Day,1381.0,1357.5,41484.5,28897.015,75598.5,73438.65,2159.5,0.8477571379428965
artist_00195,Dangerous Dreaming,artist_00603,Rozie,2,2024-07-13,2024-11-10,Club Heart Broken (Day & Night) | Curated by Rozie,1180.0,1114.0,26353.0,27529.635,57721.5,57517.555,204.0,0.8741176470588236
artist_00425,Luuk van Dijk,artist_00715,Tsepo,2,2024-09-20,2025-10-24,Get Closer - ADE | Lofi w/ Luuk van Dijk,776.5,838.5,16158.0,16500.97,36475.5,37316.155,-840.5,0.47259191176470583
artist_00166,DART,artist_00507,Newtone,2,2024-11-10,2026-10-24,Agrio Club - ADE | Curated by Rozie,127.5,114.0,1317.0,4569.89,4156.0,8428.08,-4272.0,0.51
artist_00307,Ignez,artist_00509,Nick Moody,2,2024-07-07,2026-09-19,Patio | Patio - Summer Closing,143.0,122.0,2078.0,4395.91,5034.5,10515.25,-5481.0,0.1972413793103448
artist_00055,BIIANCO,artist_00389,LSDXOXO,2,2025-08-31,2026-08-07,Lofi w/ BIIANCO & Supergloss | Yere Yere,102.0,68.0,1265.0,4458.97,3812.5,13013.19,-9201.0,
artist_00068,Bashkka,artist_00089,Bitter Babe,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00068,Bashkka,artist_00164,D.Tiffany,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00068,Bashkka,artist_00283,HUNEE,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00068,Bashkka,artist_00333,John Talabot,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00068,Bashkka,artist_00475,Mia Cecille,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00068,Bashkka,artist_00538,Paquita Gordon,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00068,Bashkka,artist_00595,Roi Perez,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00068,Bashkka,artist_00601,Roza Terenzi,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00068,Bashkka,artist_00667,Sugar Free,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00089,Bitter Babe,artist_00164,D.Tiffany,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00089,Bitter Babe,artist_00283,HUNEE,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00089,Bitter Babe,artist_00333,John Talabot,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00089,Bitter Babe,artist_00475,Mia Cecille,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00089,Bitter Babe,artist_00538,Paquita Gordon,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00089,Bitter Babe,artist_00595,Roi Perez,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00089,Bitter Babe,artist_00601,Roza Terenzi,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00089,Bitter Babe,artist_00667,Sugar Free,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00164,D.Tiffany,artist_00283,HUNEE,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00164,D.Tiffany,artist_00333,John Talabot,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00164,D.Tiffany,artist_00475,Mia Cecille,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00164,D.Tiffany,artist_00538,Paquita Gordon,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00164,D.Tiffany,artist_00595,Roi Perez,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00164,D.Tiffany,artist_00601,Roza Terenzi,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00164,D.Tiffany,artist_00667,Sugar Free,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00283,HUNEE,artist_00333,John Talabot,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00283,HUNEE,artist_00475,Mia Cecille,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00283,HUNEE,artist_00538,Paquita Gordon,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00283,HUNEE,artist_00595,Roi Perez,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00283,HUNEE,artist_00601,Roza Terenzi,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00283,HUNEE,artist_00667,Sugar Free,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
artist_00333,John Talabot,artist_00475,Mia Cecille,1,2026-04-27,2026-04-27,FSTM - King’s Day,2230.0,2412.0,63333.0,57142.0,122586.0,0.0,122586.0,1.4866666666666666
