artist;date;title;venue;city;link
Rossi;2026-06-18;Output pres. HOME//GRXWN. Showcase - OFFBCN 26;Bosc Tancat / Diverbosc;Barcelona;https://ra.co/events/2305029
Rossi;2026-06-19;Solid Grooves Barcelona;Parc del Fòrum;Barcelona;https://ra.co/events/2409874
Rossi;2026-06-20;Pepsi MAX presents Parklife 2026;Heaton Park;Manchester;https://ra.co/events/2199929
Rossi;2026-06-28;Colorado Charlie with Rossi. (4hrs), Julian Anthony (SOLD OUT);Colorado Charlie;The Hague;https://ra.co/events/2424514
Rossi;2026-07-04;Ploegendienst;De Fabriek Breda;All;https://ra.co/events/2357580
Rossi;2026-07-25;No Art Closing Festival;Flevopark;Amsterdam;https://ra.co/events/2320346
Rossi;2026-07-28;Rossi;BCM;Mallorca;https://ra.co/events/2449263
Rossi;2026-08-09;[9th Aug] ➔ FUSE x Brunch Electronik Ibiza ➔ Day + Night;528 Ibiza;Ibiza;https://ra.co/events/2419719
Rossi;2026-08-22;Rossi;Expo Lawn West;Los Angeles;https://ra.co/events/2455016
Rossi;2026-08-28;Marco Carola PRESENTS MUSIC ON;Pacha Ibiza;Ibiza;https://ra.co/events/2408458
Rossi;2026-08-29;Wooferland festival 2026;Spaarnwoude (Deelplan Houtrak);Amsterdam;https://ra.co/events/2395821
Rossi;2026-09-09;Jamie Jones Paradise;[UNVRS];Ibiza;https://ra.co/events/2365368
Rossi;2026-09-18;FUSE ➔ Malta 2026;UNO MALTA;All;https://ra.co/events/2379482
Rossi;2026-09-19;Rossi. All Day Long Street Party;TBA - Ives Rd, London E16 4Sh;London;https://ra.co/events/2449968
Rossi;2026-09-26;CRSSD Festival Fall 2026;Waterfront Park in San Diego;San Diego;https://ra.co/events/2459013
Traumer;2026-06-12;Fracture: Day Dream 2026 || Ain Sokhna Egypt;TBA - Palm Beach Ain Sokhna Egypt;All;https://ra.co/events/2460675
Traumer;2026-06-14;Pyramid Opening Party;Amnesia Ibiza;Ibiza;https://ra.co/events/2384218
Traumer;2026-06-20;OFFWEEK - The Night After w/ Joseph Capriati b2b Josh Baker;Castell de BEN Viure;Barcelona;https://ra.co/events/2358707
Traumer;2026-06-20;Life and Death x Get-traum - OFFBCN 2026;Seaseaclub Barcelona;Barcelona;https://ra.co/events/2367768
Traumer;2026-06-21;Berg Audio • OFF BCN 2026 Closing Beach Party;Hola Club Sitges (Cala Vallcarca);Barcelona;https://ra.co/events/2364302
Traumer;2026-07-05;Pyramid;Amnesia Ibiza;Ibiza;https://ra.co/events/2384224
Traumer;2026-07-09;Sundance Festival Albania 2026;Sundance Festival - Zvernec Albania;All;https://ra.co/events/2365969
Traumer;2026-07-18;La Clairière: Traumer, Salomé Le Chat, II FACES;La Clairière;Paris;https://ra.co/events/2447924
Traumer;2026-07-19;Brunch Electronik Barcelona / The Martinez Brothers, Carlita, Traumer y más;Parc de la Trinitat;Barcelona;https://ra.co/events/2461505
Traumer;2026-07-25;Sophie #4 - Jamie Jones, Traumer, Subb-an;Sophie Festival;Malaga;https://ra.co/events/2442495
Traumer;2026-07-30;Camp Summerdaze 2026 // ELEVEN;TBA - South Algonquin, Ontario ;Ontario;https://ra.co/events/2374735
Traumer;2026-07-30;Camp Summerdaze;TBA - Camp Summerdaze Montreal;Montreal;https://ra.co/events/2379121
Traumer;2026-07-30;Camp Summerdaze;TBA - Camp Summerdaze Ottawa;Ottawa;https://ra.co/events/2379127
Traumer;2026-07-30;Camp Summerdaze;TBA - Toronto;Toronto;https://ra.co/events/2379139
Traumer;2026-07-31;Teksupport: Traumer (open to close);Sunset Park Rooftop;New York City;https://ra.co/events/2412599
Traumer;2026-08-08;Watergate x Power Open Air with Traumer, dj sweet6teen, Bradley Zero, Yamour, Immy, Power Squad;SAGE;Berlin;https://ra.co/events/2391980
Traumer;2026-08-10;Iberia Eclipse Festival 2026;Riberas de la Cuerda del Pozo;East;https://ra.co/events/2339675
Benny Rodrigues;2026-06-13;Boothstock Festival 2026;Kralingse Bos;Rotterdam;https://ra.co/events/2310709
Benny Rodrigues;2026-06-13;Ohm Festival 2026;Lijm & Cultuur;All;https://ra.co/events/2365327
Benny Rodrigues;2026-06-13;Toffler presents Benny Rodrigues B2B Michel de Hey;Toffler;Rotterdam;https://ra.co/events/2418057
Benny Rodrigues;2026-06-21;Colorado Charlie with Benny Rodrigues (All Day Long) (SOLD OUT);Colorado Charlie;The Hague;https://ra.co/events/2413889
Benny Rodrigues;2026-06-27;VYBZ W/ Benny Rodrigues, Freenzy, Karim Soliman & More;Paradiso;Amsterdam;https://ra.co/events/2463132
Benny Rodrigues;2026-07-04;By the Creek 2026;Recreatiegebied Middelwaard;Utrecht;https://ra.co/events/2370055
Benny Rodrigues;2026-07-11;JOY X FLOW festival;Hembrugterrein;Amsterdam;https://ra.co/events/2351388
Benny Rodrigues;2026-07-11;Ultrasonic Festival;Maarsseveense Plassen;Utrecht;https://ra.co/events/2427539
Benny Rodrigues;2026-07-25;Stranded Festival 2026;Oranjepark;Rotterdam;https://ra.co/events/2381114
Benny Rodrigues;2026-08-01;Happy Feelings Festival - Groningen;Graanfabriek;All;https://ra.co/events/2431383
Benny Rodrigues;2026-08-15;15 AUG - Thuishaven with Benny Rodrigues 10HRS;Thuishaven;Amsterdam;https://ra.co/events/2366738
Benny Rodrigues;2026-08-21;Lowlands 2026;Lowlands Festival Site;All;https://ra.co/events/2375299
Benny Rodrigues;2026-08-29;Duikboot Festival;Asterdplas;All;https://ra.co/events/2385645
Benny Rodrigues;2026-08-29;SLPFNK - 15 YEAR AMS TOUR BIRTHDAY WEEKENDER PT1 - Lofi;Lofi;Amsterdam;https://ra.co/events/2458317
De Sluwe Vos;2026-07-24;De Sluwe Vos • Danielle;Radio Radio;Amsterdam;https://ra.co/events/2466408
De Sluwe Vos;2026-08-07;Het Systeem;TBA - Deventer Outdoor | Molbergsweg 3c ;Amsterdam;https://ra.co/events/2363397
X CLUB.;2026-06-20;Red Bull Midsummer Berlin;Kalle Rooftop Neukölln;Berlin;https://ra.co/events/2427927
X CLUB.;2026-06-26;Ženy Víno Funk;Pezinské Vinohrady;All;https://ra.co/events/2464909
X CLUB.;2026-06-27;Mondo OPEN AIR #05: KETTAMA / X CLUB / Gerardo Niva / KIM SWIM;Mondo Open Air;Madrid;https://ra.co/events/2408026
X CLUB.;2026-06-27;AFTERPARTY: X CLUB / Gerardo Niva B2B KIM SWIM / doccudder;Mondo;Madrid;https://ra.co/events/2408058
X CLUB.;2026-07-11;Montreux Jazz Festival 2026 - Week 2;Montreux Music & Convention Center;All;https://ra.co/events/2412593
X CLUB.;2026-07-13;KETTAMA presents Steel City;Amnesia Ibiza;Ibiza;https://ra.co/events/2364672
X CLUB.;2026-07-16;X CLUB, Juicy Romance, Valrik;Trädgården;Stockholm;https://ra.co/events/2409153
X CLUB.;2026-07-18;Club Inferno;La Terrrazza;Barcelona;https://ra.co/events/2465185
X CLUB.;2026-07-31;Sammy Virji;Brooklyn Army Terminal;New York City;https://ra.co/events/2370382
X CLUB.;2026-08-07;Elements Music & Arts Festival;Pocono Raceway;Pennsylvania;https://ra.co/events/2352799
X CLUB.;2026-08-08;Routine: X Club;Substation;Seattle;https://ra.co/events/2438055
X CLUB.;2026-08-20;TELETECH X CABARET VERT FESTIVAL;TBA - charleville-mézières;North;https://ra.co/events/2408183
X CLUB.;2026-08-22;AOS FESTIVAL 2026;Phoxxi Green Area;Hamburg;https://ra.co/events/2343654
X CLUB.;2026-09-20;X CLUB. present HIDE THE JUNK;The Cause;London;https://ra.co/events/2454626
X CLUB.;2026-10-03;X-Club. & Deetron;KALT;Strasbourg;https://ra.co/events/2457229
Jensen Interceptor;2026-06-19;Janina presents Triplevisions ;Village Underground Barcelona;Barcelona;https://ra.co/events/2420411
Jensen Interceptor;2026-07-04;KLUB CAMINA [Bitter Babe, Clementaum, Jensen Interceptor &+];Karmen Camina;Strasbourg;https://ra.co/events/2463873
Jensen Interceptor;2026-07-05;ARENA VS OUCH;OXI;Berlin;https://ra.co/events/2453667
Jensen Interceptor;2026-11-12;Labirintas 2026;TBA - Vilnius;Vilnius;https://ra.co/events/2388817
LOLSNAKE;2026-06-11;weeeirdos;Berghain | Panorama Bar | Säule;Berlin;https://ra.co/events/2436428
LOLSNAKE;2026-06-12;WEEEIRDOS with Chippy Nonstop, LOLSNAKE and Neri J;Den Anden Side;Copenhagen;https://ra.co/events/2451095
LOLSNAKE;2026-06-20;Klubnacht;Berghain | Panorama Bar | Säule;Berlin;https://ra.co/events/2436493
LOLSNAKE;2026-06-27;Closer Milano Pride Amelia /// Fixon - LOLSNAKE - Yonti - Rorschack b2b Yamila;Circolo Amelia;Milan;https://ra.co/events/2462618
LOLSNAKE;2026-07-04;SEXTOU TURNS II - 2 YEAR ANNIVERSARY;NUMBER 90 LONDON;London;https://ra.co/events/2448184
LOLSNAKE;2026-07-11;Pornceptual: COCKO, Kandelissa , LOLSNAKE, Spacer Woman;Virage;Paris;https://ra.co/events/2442122
LOLSNAKE;2026-07-12;Jeton presents Klangkuenstler;Life Park;Istanbul;https://ra.co/events/2419290
LOLSNAKE;2026-07-24;Muse Festival 2026;TBA - BALZAQ PALACE;All;https://ra.co/events/2400928
LOLSNAKE;2026-09-25;RAVE AURORA 4 x LOLSNAKE (Berghain, Weeeirdos);Laska V21;Riga;https://ra.co/events/2448071
PAWSA;2026-06-12;GOLFOS Lisboa - Dennis Cruz B2B PAWSA;TBA;Lisbon;https://ra.co/events/2434898
PAWSA;2026-06-19;THE BEACH;Lido Ascona;All;https://ra.co/events/2324150
PAWSA;2026-07-04;SONA presents: PAWSA In The Park;Havenpark;Amsterdam;https://ra.co/events/2412656
PAWSA;2026-07-11;Solid Grooves Valencia;Marina Sur;Valencia;https://ra.co/events/2462677
PAWSA;2026-07-24;Marco Carola PRESENTS MUSIC ON;Pacha Ibiza;Ibiza;https://ra.co/events/2408441
PAWSA;2026-09-05;Solid Grooves New York;Fulton Fish Market - Hunts Point;New York City;https://ra.co/events/2436579
PAWSA;2026-11-21;Dennis Cruz B3B Michael Bibi B3B PAWSA & MORE ARTISTS [SOLID GROOVES] - by FLAMA, ARENA NORTE;TBA - Arena Norte, Nuñez;Buenos Aires;https://ra.co/events/2434107
Yazzus;2026-06-27;Mala Junta 8th Anniversary;RSO.BERLIN;Berlin;https://ra.co/events/2460008
Yazzus;2026-07-04;Cuddles Summer Special [24 hours];ÆDEN;Berlin;https://ra.co/events/2340864
Yazzus;2026-07-24;Ickpa 2026;Dovzhenko Film Studio;Kyiv;https://ra.co/events/2415101
Yazzus;2026-07-31;RAUM invites Mala Junta;CLUB RAUM;Amsterdam;https://ra.co/events/2440419
Lucia Lu;2026-06-25;BLACK OWLS;ÆDEN;Berlin;https://ra.co/events/2452516
Max Cooper;2026-07-09;Max Cooper (Live AV) - Montréal;Fairmount Theatre;Montreal;https://ra.co/events/2442456
Max Cooper;2026-07-16;Max Cooper – 3D/AV Live – Feeling Is Structure Tour [Thursday Show];Gray Area;San Francisco/Oakland;https://ra.co/events/2448613
Max Cooper;2026-07-17;Max Cooper – 3D/AV Live – Feeling Is Structure Tour [Friday Show];Gray Area;San Francisco/Oakland;https://ra.co/events/2448616
Max Cooper;2026-07-18;Max Cooper 3D/AV Live - Feeling Is Structure Tour;Belasco Theater;Los Angeles;https://ra.co/events/2460227
Max Cooper;2026-07-19;Max Cooper - 3D/AV Live - Feeling Is Structure Tour - WARPXX;TBA;Mexico City;https://ra.co/events/2441947
Max Cooper;2026-07-24;Max Cooper;Haus der Visionäre;Berlin;https://ra.co/events/2457149
Max Cooper;2026-09-24;PLISSKËN presents Jeff Mills' TOMORROW COMES THE HARVEST;Vrachon Theater;Athens;https://ra.co/events/2431902
Max Cooper;2026-10-09;No Bounds Festival 2026;TBA - Multiple Venues across Sheffield & Rotherham;North;https://ra.co/events/2282278
Max Cooper;2026-11-06;Mira Festival 2026;Fira Barcelona;Barcelona;https://ra.co/events/2431595
Perc;2026-06-13;Perc / Creams b2b Markus / Elle Dee / Ouissam / The Carry Nation / Karim Olen Ash;BASEMENT;New York City;https://ra.co/events/2435728
Perc;2026-06-18;Infra presents: Perc & Sapera;TBA;Boston;https://ra.co/events/2447595
Perc;2026-06-19;Tekunomama present Perc + Ma Haiping +Kyle Kerns;TBA - Denver;Denver;https://ra.co/events/2419113
Perc;2026-06-20;DISCØNNECT: Perc;TBA - 1609 East Jackson Street, Phoenix, AZ 85034, USA;Phoenix;https://ra.co/events/2438926
Perc;2026-06-26;CONNECT, BODYHEAT PRESENTS: Perc;F8 1192 Folsom;San Francisco/Oakland;https://ra.co/events/2412755
Perc;2026-06-27;Perc (Industrial set);Catch One;Los Angeles;https://ra.co/events/2465759
Perc;2026-07-02;Astropolis - 30 ans;TBA - Brest (Various venues);West;https://ra.co/events/2386580
Perc;2026-07-18;boost+++ xxl - day one;Union Park;Chicago;https://ra.co/events/2464615
Perc;2026-07-23;Groove & Bass Festival 2026 - 5th Anniversary Edition;Paradise Leisure Park;Quebec City;https://ra.co/events/2258780
Perc;2026-07-31;Tresor meets Perc Trax;Tresor / Globus;Berlin;https://ra.co/events/2456382
Perc;2026-08-01;Intercell Industrial Night;Levenslang Amsterdam;Amsterdam;https://ra.co/events/2465506
Perc;2026-08-08;Perc x Turbo;OIL Club;Shenzhen;https://ra.co/events/2447532
Laura van Hal;2026-06-13;OFF TRACK FSTVL #1 pwrd by MAATWERK;Viaductstraat Wondelgem;All;https://ra.co/events/2428588
Laura van Hal;2026-07-09;BINÄR;Berghain | Panorama Bar | Säule;Berlin;https://ra.co/events/2449879
Megan Leber;2026-07-11;GRÜV x RADION;RADION;Amsterdam;https://ra.co/events/2447829
Cybersex;2026-06-13;Cybersex All Day Long;BRET;Amsterdam;https://ra.co/events/2409409
Cybersex;2026-06-14;De Reünie;Yellow House;Amsterdam;https://ra.co/events/2458192
Cybersex;2026-07-04;EXTENDED PRIDE: Patrick Mason / Cybersex / Gerardo Niva / FUKCNORMAL B2B doccudder;Mondo;Madrid;https://ra.co/events/2444948
Cybersex;2026-08-01;Teletech FESTIVAL 2026;Bowlers Exhibition Centre;Manchester;https://ra.co/events/2233105
Slimfit;2026-06-13;Tropikali Festival 2026;Ndsm Wharf;Amsterdam;https://ra.co/events/2351137
Slimfit;2026-06-19;LATIN DIASPORA;Skatecafe;Amsterdam;https://ra.co/events/2458495
Slimfit;2026-06-26;TAYHANA, Slimfit + bar40 Hosted by Traviesa with DelFuturo, justin case;Garage Noord;Amsterdam;https://ra.co/events/2442485
Slimfit;2026-06-27;OWN Your Pride;Kaiku;Helsinki;https://ra.co/events/2460681
Slimfit;2026-07-04;PRNCPTL DOES AMSTERDAM - DAY & NIGHT;Lofi;Amsterdam;https://ra.co/events/2415556
Slimfit;2026-07-25;RAUM invites NightClubbing;CLUB RAUM;Amsterdam;https://ra.co/events/2440414
Slimfit;2026-08-01;BASIS Outdoor/ 2026;Beton-T;Utrecht;https://ra.co/events/2400580
Slimfit;2026-08-01;Madam by Night invites: Kult Funktion;Madam;Amsterdam;https://ra.co/events/2456898
